ITEMID,DESCRIPTION,COMMODITYCODE,COST ,COSTUM
R6379,AdvantaRice  Pearl Organic Brown Rice Protein,Protein,11.15,kg
R6383,Organic Sunflower Protein 40.5% as-is,Protein,10.58,kg
RW5636,Vit. E Succinate 1162IU/g,Vitamin,75,Kg
R6374,PEPTIPLUS  XB Collagen Peptides,Protein,17,kg
R6386,Opadry II 03F610022 Green,Coating,108.55,Kg
R6398,Organic Spinach Powder,Botanical,11.75,kg
R6323,"Organic Mixed Berry Flavor, Natural WONF 807.0991U",Flavor,70.106,kg
R6320,Horehound Herb Powder,Botanical,23.148,Kg
RW5630,"Manganese Sulfate 98%, 32% Mn",Mineral,13.492,kg
R6328,VitaCholine  Choline,Nutrition,21.04,kg
R5981,Bovine Collagen Peptides,Protein,13,kg
R6329,Phosphatidylserine (PS) 70%,Nutrition,310,kg
R6330,NutriCog  NutriCog  (Terminalia chebula fruit extract and boswellia serrata gum resin extract),BotExtract,215,kg
R6334,Natural Tangerine Flavor WONF MTP00495,Flavor,32.3,kg
R6313,Reducol  Original Powder Plant Sterols,Nutrition,65.5,kg
R6326,Natural Lime Flavor WONF A19-002124,Flavor,104.66,kg
R6325,Natural Cherry Flavor WONF A19-007169,Flavor,39.75,kg
R6324,Natural Peach Flavor WONF A19-007264,Flavor,36.08,kg
R6331,Organic Mangosteen Fruit Powder,Botanical,23.1,kg
R6327,Kava Kava Extract 30% Kavalactones,BotExtract,295,kg
RW5629,"Selenium AAC, NLT 1.0% Se",Mineral,79.42,kg
R6333,Natural Yuzu Flavor WONF MTP00502,Flavor,58.9,kg
RW5635,Kelp (Iodine 0.5%),Mineral,19.45,kg
R6376,Lycopene 10% (from tomato),BotExtract,340,kg
R6393,Organic Wheat Grass Juice,Botanical,50,kg
R6399,Organic Barley Grass Powder,Botanical,17.55,kg
R6401,Natural Creamy Vanilla Flavor WONF 723027,Flavor,51.37,kg
R6400,Natural Vanilla Custard Type Flavor 723052,Flavor,52.91,kg
R6404,Hydrolyzed Fish Collagen,Protein,28.5,kg
R6396,Organic Chlorella Powder,Botanical,29,kg
R6403,Luteolin 98% (Sophora japonica),BotExtract,480,kg
R6409,Opadry  II Complete Film Coating System 85G52197 Yellow,Coating,60.34,kg
RWL0269,Sienna Fruit Juice Color 043321725,Color,31.42,Kg
R6394,Organic Alfalfa Juice Powder,Botanical,40.9,kg
R6395,Organic Spirulina Powder,Botanical,13.5,kg
R6365,UREX  Blend -80 (50% RC-14  and 50% GR-1 ),Probiotic,415,kg
R6391,Oryzatein  Rice Protein Concentrate 76% as-is,Protein,9.55,kg
RWL0270,Natural Lemon Oil,Flavor,22,Kg
R6397,Organic Beet Root Powder,Botanical,13.5,kg
R6392,Organic Chia Protein Powder,Protein,15.45,kg
R6410,5-Loxin (Boswellia Serrata extract),BotExtract,574,kg
R6445,Sodium Molybdate (VI) Dihydrate (RMS12)-Customer Exclusive,Mineral,78,kg
R6444,Zinc Sulfate 7446-19-7 (RMZ01)-Customer Exclusive,Mineral,6.4,kg
R6421,FN-RMG14 Natural Grape Flavor WONF 11339 - customer exclusive,Flavor,39.616,kg
R6348,Magtein  Magnesium L-Threonate Hydrate 7.2% Mg,Mineral,210,kg
R6458,Aquamin Calcium 12% Ca Soluble,Mineral,22,kg
R6459,Aquamin Magnesium 10% Mg Soluble,Mineral,18.5,kg
R6411,Veri-te  Fermented Trans-resveratrol (98% trans-resveratrol),BotExtract,325,kg
R6462,Muira Puama P.E. (Ptychopetalum Olacoides),BotExtract,25,kg
R6460,SaffSerene  Saffron Extract,BotExtract,3074.5,kg
R6450,Kids EU Vitamin Preblend Revised (WE-30725) (RMV14)-Customer Exclusive,Vitamin,19.34,kg
R6452,Natural Sea Deposit Minerals (RMN03)-Customer Exclusive,Mineral,25.86,kg
R6464,"Cholecalciferol (D3) Powder, 100,000 IU/g(RMC11)-Customer Exclusive",Vitamin,31.5,kg
R6466,"Ascorbic Acid, USP (RMA13)-Customer Exclusive",Vitamin,42.14,kg
R6358,Rice Bran Wax (Lubritab),Nutrition,75,kg
R6352,Natural Cloud Powder Flavor FASU958,Flavor,41.32,kg
R6350,Natural Cranberry Lemonade Flavor WONF FASU955,Flavor,42.06,kg
R6351,Natural Black Tea Flavor FASU957,Flavor,32.11,kg
R6362,Natural Chocolate Flavor WONF 2032347,Flavor,32.518,kg
R6366,Organic Pea Protein 75.2% as-is,Protein,12.01,kg
R6363,Pumpkin Seed P.E.,Botanical,14,kg
R6370,Silicon Dioxide,Excipient,38.12,kg
R6345,BetaVia  Complete whole algae (Euglena gracillis) fermentate,BotExtract,117,kg
R6367,Organic Bourbon Vanilla Type Flavor 920-030,Flavor,49.83,kg
R6368,Organic Vanilla Custard Type Flavor  926.3676U,Flavor,61.04,kg
R6369,Organic Pure Vanilla Sugar Powder WH63,Flavor,33.003,kg
R6346,L. rhamnosus CL 1505,Probiotic,435,kg
R6364,Sarsaparilla Root Ext 4:1 Smilax officinalis,BotExtract,29,kg
R6336,Lactobacillus acidophilus LA1 100B,Probiotic,157.5,kg
R6361,Natural Vanilla Creme Brulee Flavor VA-21952,Flavor,42.64,kg
R6360,Volactive  UltraWhey Xtra Pure Whey Protein Isolate Instantized 87% as-is with sunflower lecithin,Protein,21.5,kg
R6357,Sodium copper chlorophyllin 4% Cu,Mineral,410,kg
R6335,Lactobacillus plantarum IDCC 3501 (400B),Probiotic,389,kg
R6341,L-Carnitine 97%,AminoAcid,20.67,kg
R6359,Natural Vanilla Custard Type Flavor 93.9117SDG,Flavor,32.3,kg
R6353,Natural Black Tea Flavor TY60,Flavor,31.42,kg
R6354,Natural Tea Flavor TP75,Flavor,61.51,kg
R6355,Natural Masking Flavor QQ61,Flavor,248.567,kg
R6338,CQR-300  Veldt grape stem and leaf extract (Cissus quadrangularis),BotExtract,150,kg
R6339,Cayenne pepper fruit extract (Capsimax 4%  capsaicinoids) (Capsicum annuum),BotExtract,865,kg
R6347,Quercetin (as quercetin dihydrate) 95% (Q-Di-95 ),BotExtract,77,kg
R6491,Vitamin E Mixed Tocopherols 350 IU/G,Vitamin,51,kg
R6498,Copper Glycinate Chelate 10% Cu (RMC35)-Customer Exclusive,Mineral,79.89,kg
R6488,FN-RMV02 Natural Creamy Vanilla Type Flavor MTP00733 - customer exclusive,Flavor,19.67,kg
R6496,Calcium L-Ascorbate (RMC39)-Customer Exclusive,Mineral,7,kg
R6497,Manganese Glycinate Chelate 16% Mn (RMM12)-Customer Exclusive,Mineral,41.56,kg
R6490,Bitter Melon Extract 10:1 (Momordica charantia),BotExtract,21,kg
R6502,"Calcium citrate 98.2% dry basis, 20.9% Ca granular (RMC13)-Customer Exclusive",Mineral,7.85,kg
R6501,Calcium Bisglycinate Chelate 18% Ca (RMC56)-Customer Exclusive,Mineral,18.17,kg
R6504,Zinc glycinate chelate 20% Zn (RMZ08)-Customer Exclusive,Mineral,37.71,kg
R6427,FN-RMG15 Natural Grape Flavor 3220132561.00 - customer exclusive,Flavor,38.7,kg
R6507,Guarana 32% (RMG22)-Customer Exclusive,BotExtract,48,kg
R6521,FN-PBL24 Foever Lite Ultra Vanilla EUR Preblend - customer exclusive,Mineral,14.48,kg
R6538,Organic Natural Yuzu Flavor WONF,Flavor,43.43,kg
R6519,FN-PBL12 Forever Lite Ultra Vanilla US Preblend - customer exclusive,Mineral,19.52,kg
R6520,FN-PBL20 Foever Lite Ultra Vanilla EU Preblend - customer exclusive,Mineral,9.76,kg
R6534,FN-RMS15 Safflower Oil Powder 46% Fatty Acid - customer exclusive,Fat/Facid,19,kg
R6536,Lycium Granulation WE-32539 (RML05) Customer Exclusive,BotExtract,23.75,kg
R6537,"Cellulose, Granular (RMC28) Customer Exclusive",Excipient,12,kg
R6532,Brewer's Yeast,Nutrition,4.75,kg
R6499,Opadry NS Clear 79U19347 No Soy (RMO08)-Customer Exclusive,Coating,47.21,kg
R6435,FN-RMO07 Natural Orange Flavor 3251360091.00 - Customer Exclusive,Flavor,33.4,kg
R6472,"Fructose, USP (RMF02)-Customer Exclusive",Nutrition,2.74,kg
R6492,Andean II   Cocoa blend,BotExtract,74.54,kg
R6493,Natural Coconut Type Flavor 20.717SDOC,Flavor,45.745,kg
R6494,Natural Pineapple Flavor 71.9009SD,Flavor,38.58,kg
R6505,Natural Ripe Type Strawberry Flavor ST-26381,Flavor,43.276,kg
R6495,Sweetness Enhancer Flavor 28-17-0144SD2,Flavor,18.19,kg
R6436,FN-RMS38 Natural Sweetness Enhancer 3226340221.00 - customer exclusive,Nutrition,54.9,kg
R6516,Natural Cucumber Type Flavor Non-GMO 717073,Flavor,58.422,kg
R6503,Magnesium glycinate chelate 10% Mg granular (RMM17)-Customer Exclusive,Mineral,36.5,kg
R6506,Cyanocobalamin 1% on DCP(RMC15)-Costumer Exclusive,Vitamin,37,kg
R6479,FN-RMV03 Natural Vanilla Type Flavor 20096 - customer exclusive,Flavor,27.976,kg
R6513,Natural Orange Durarome Flavor 860209 TD0991,Flavor,40.37,kg
R6512,Natural Pineapple Flavor WONF Non-GMO 451687,Flavor,12.9,kg
R6511,Pyridoxine HCL (B6)(RMP09)-Customer Exclusive,Vitamin,36.62,kg
R6467,"Niacinamide, USP (RMN01)-Customer Exclusive",Vitamin,13.25,kg
R6477,FN-RMG08 Guar Gum - customer exclusive,Fiber,3.86,kg
R6474,FN-RMS30 Soy Protein Isolate 84.6% - customer exclusive,Protein,8.99,kg
R6475,FN-RMT04 Tripotassium Phosphate 13.45% P - customer exclusive,Mineral,5.51,kg
R6510,Opadry (Soy & Corn free) (RMO11)-Customer Exclusive,Coating,43.64,kg
R6470,"Thiamine Hydrochloride (Vitamin B1), USP (RMT02)-Customer Exclusive",Vitamin,39,kg
R6468,"D-Calcium Pantothenate, USP (RMD05)-Customer Exclusive",Vitamin,9,kg
R6485,FN-RMD03 Disodium Phosphate 49% P - customer exclusive,Mineral,6.57,kg
R6480,FN-RMC21 Natural Chocolate Flavor WONF 3220116641.00 - customer exclusive,Flavor,26.63,kg
R6463,Passion Flower Extract (Passiflora Incarnata) 4% Flavonoids,BotExtract,57,kg
R6426,Fruit and Veggie Blend (No Sugar Beet Fiber)(RMF18)-Customer Exclusive,Botanical,31.56,kg
R6508,Green Tea 80% Catechins (RMG23)-Customer Exclusive,BotExtract,29.9,kg
R6483,FN-RMM22 Natural Masking Flavor 936.1233U - customer exclusive,Flavor,55.864,kg
R6489,FN-RMF04 Fructooligosaccharide Powder 95% - customer exclusive,Fiber,6.39,kg
R6471,"Folic Acid, USP (RMF03)-Customer Exclusive",Vitamin,62,kg
R6486,FN-RMB06 Beta Carotene 1% - customer exclusive,Vitamin,28.7,kg
R6487,FN-RMS08 Organic Spirulina Powder - customer exclusive,Botanical,16.65,kg
R6549,Zembrin  Sceletium Tortuosum Extract (Customer Exclusive),BotExtract,3450,kg
R6561,Pea Protein 75% as-is,Protein,5.5,kg
R6560,Magtein  Magnesium L-Threonate Hydrate 7.2% Mg,Mineral,190,kg
R6548,Guar Gum,Fiber,21.78,kg
R6547,Purified Acacia Hydrolysate (as Sukre ),Fiber,19,kg
R6555,FN-RMS34 Selenium Yeast 0.2% Se,Mineral,19.92,kg
R6553,FN-RMS35 Soybean Oil Powder,Fat/Facid,13.85,kg
R6556,FN-RMA18 Aloe Vera Powder,Botanical,125.66,kg
r6554,FN-RMZ10 Zinc Yeast 10% Zn,Mineral,23.56,kg
R6544,Organic Green Banana Powder,Fiber,24,kg
R6557,FN-RMC26 Chromium Yeast 0.2% Cr - customer exclusive,Mineral,50,kg
R6558,FN-RMS18 Stevia Reb A 97% - customer exclusive,BotExtract,57,kg
R6559,FN-PBL08 Forever Lite Ultra Vanilla Japan Preblend,Vitamin,19.05,kg
R6566,Ground Clove Powder,Flavor,32.74,kg
R6567,Ground Nutmeg Powder,Flavor,15.19,kg
R6562,Palatinose  PST-PF (isomaltulose),Excipient,3.73,kg
R6546,Oat Milk Powder Oatzi ,Fiber,24,kg
R6586,Natural Lime Flavor WONF LI042244,Flavor,55.335,kg
R6585,goCOCOA VEGAN  Cocoa Butter Blend Powder,Fat/Facid,37,kg
R6583,Aquamin MgAG Mg 33%,Mineral,16.5,kg
R6582,Natural and Artificial Cherry Ice Type Flavor ZE90638,Flavor,48.16,kg
R6571,Green Tea Leaf 50% Polyphenols 20% Catechins,BotExtract,29.47,kg
R6577,Magnesium Chloride Hexahydrate 11.56% Mg,Mineral,20,kg
R6572,Green Tea Extract 40% Theanine,BotExtract,189.5,kg
R6576,Natural Purple Pigment PIGPURPLE102,Color,176.23,kg
RW5638,"Iron Bisglycinate NLT 18%,Ferrochel  (Ferrous Bisglycinate Chelate) Iron Amino Acid Chelate",Mineral,35.62,kg
R6579,Organic Cocoa Powder (processed with alkali),BotExtract,12.743,kg
R6581,L-Carnitine HCl 98%,AminoAcid,30.44,kg
R6584,Organic Acacia Gum,Fiber,7.32,kg
R6580,Phosphorus AAC 20%,Mineral,34.1,kg
R6587,Dry Honey Powder 51000,Excipient,4.96,kg
R6588,OnoSweet  Reb M 95%,Excipient,190,kg
R6667,Lactobacillus plantarum UALp-05  400B,Probiotic,519,kg
R6675,Natural Lychee Type Flavor 944.2142U,Flavor,62.059,kg
R6673,Natural Watermelon Type Flavor A19-010695,Flavor,47.56,kg
R6674,Natural Coconut Type Flavor A19-010694,Flavor,34.24,kg
R6677,Natural Birthday Cake Type Flavor A19-007168,Flavor,47.98,kg
R6679,Natural Blackberry Flavor WONF A19-004805,Flavor,46.06,kg
RW5645,Diindolylmethane (DIM),Nutrition,51,Kg
R6678,Natural Vanilla Flavor WONF A19-007167,Flavor,47.7,kg
RWL0282,"MCT Coco C8, C10, C12",Fat/Facid,9,kg
R6680,Natural Raspberry Flavor WONF RA095244 - customer exclusive,Flavor,59.745,kg
R6573,Stevia Rebaudioside A 98%,BotExtract,70.5,kg
R6599,"VinCare  Whole Grape Extract (Vitis vinifera) (seed, skin & pulp)",BotExtract,82.5,kg
R6589,EXBERRY  Shade Terra Brown Powder,Flavor,23.14,kg
R6600,MetabolAid (Hibiscus sabdariffa) flowers and Lippia citriodora leaves,BotExtract,247,kg
R6598,Ethyl Vanillin 9661061201,Flavor,40.35,kg
R6596,Natural Vanilla Type Flavor 3251396831.00,Flavor,27.28,kg
R6601,Cissus CQR-300 extract (Cissus quadrangularis) aerial (stems and leaves),BotExtract,135,kg
R6590,Oxygenated Magnesium Blend,Mineral,48.15,kg
R6607,Natural Apple Flavor WONF SD AU15,Flavor,43.21,kg
R6597,Natural Chocolate Type Flavor 3251360511.00,Flavor,22.35,kg
R6603,Natural Acai Berry Flavor WONF SD A19-009718,Flavor,61.62,kg
R6602,Natural Lime Flavor WONF LI036244,Flavor,68.783,kg
R6643,GlucoVantage  Dihydroberberine,Botanical,515,kg
R6644,INAVEA ESSENTIAL W Organic Acacia Seyal Gum,Fiber,7.8,kg
R6659,Natural Chocolate Flavor WONF 769007,Flavor,27.56,kg
R6658,Natural Cake Batter Vanilla Flavor 769002,Flavor,27.557,kg
R6660,Natural Rich Chocolate Type Flavor 769008,Flavor,35.05,kg
R6810,Fibersol-2 AG Non-GMO,Fiber,12.741,KG
RWL0306,Marigold (flower) extract (Tagetes erecta ) [10% lutein & 4% Zeaxanthin],Oils,143,KG
R6815,Fennel Seed Powder,Botanical,10.119,KG
R6813,HUM Flatter Me Enzyme Blend (3218SFI2491),Enzyme,97.2,KG
R6823,Solugel  Ultra BD Bovine Collagen Peptides - Customer Exclusive,Protein,9.01,KG
R6818,Berbevis  Berberine Phospholipids/Pro,BotExtract,235,KG
R6820,DygloFit  (Dichrostachys glomerata extract),BotExtract,215,KG
R6830,Natural Blue Raspberry Popsicle Type Flavor 7-7530-0026,Flavor,43.87,KG
R6828,N&A Lemonade Flavor 7-7530-0002,Flavor,37.03,KG
R6827,Natural Strawberry Watermelon Flavor WONF Non-GMO 7-7530-0024,Flavor,55.55,KG
RW5665,Supresa  Saffron Stigma Extract,BotExtract,650,KG
R6826,Natural Watermelon Type Flavor Non-GMO 7-7530-0023,Flavor,54.89,KG
R6825,Lustriva  Magnesium Biotinate + Bonded Arginine Silicate,Vitamin,785,KG
R6829,Natural Blue Raspberry Type Flavor 7-7530-0025,Flavor,39.46,KG
R6832,Natural Pineapple Flavor WONF 7-7530-0029,Flavor,41.67,KG
R6831,N&A Sour Gummy Flavor 7-7530-0028,Flavor,49.16,KG
R6661,Shilajit Extract,BotExtract,28,kg
R6664,Bacillus clausii 50B,Probiotic,135,kg
R6665,Bacillus coagulans LBSC SEBiotic  100B,Probiotic,416.5,kg
R6666,Bacillus subtilis MB40 100B,Probiotic,415,kg
R6669,EXBERRY  Shade Bright Yellow 23000002,Color,55.79,kg
R6668,Organic Vanilla Extract Powder,Flavor,34.24,kg
R6663,Orafti P95 Fructo-Oligosaccharides [from chicory (root) inulin],Fiber,7.7,kg
R6792,"Calcium Gluconate, 9.3% Ca",Mineral,24.85,KG
R6793,Clear Pro 90  Whey Protein Isolate 87% as-is,Protein,25.68,KG
RWL0297,Oregano Oil (std. to 55% Carvacrol),BotExtract,51,KG
RWL0298,Clove Oil (std. to 80% Eugenol),BotExtract,43,KG
RWL0299,Thyme oil (std. to 30-75% Thymol),BotExtract,40,KG
R6796,Creatine MagnaPower  (Magnesium Creatine Chelate),AminoAcid,27.5,KG
R6795,Natural Strawberry Type Flavor Non-GMO 7-0717-0017,Flavor,54.894,KG
R6727,Natural Citrus Punch Type Flavor 769038,Flavor,43.21,kg
R6724,Natural Lime Flavor WONF (RF24),Flavor,54.013,kg
RWL0290,Natural astaxanthin 5% (CO2 extract Haematococcus pluvialis algae),BotExtract,305,Kg
RWL0289,Sunflower Lecithin Oil (60% phospholipids),Fat/Facid,9.5,Kg
R6711,Ashwagandha Extract (Withania somnifera) (root and leaf) 1.5,BotExtract,20,kg
R6697,Fish Collagen Peptides,Protein,35.5,kg
R6696,Dragon Fruit Extract,BotExtract,10,kg
R6712,Native Whey Protein Isolate 88% as-is,Protein,27.56,kg
R6700,Vitamin E (as d-alpha tocopheryl acetate) 44.6%,Vitamin,54,kg
R6702,Organic Acai Fruit Powder,Botanical,73.85,kg
R6701,Coffeeberry  Coffee Fruit Extract,BotExtract,53,kg
R6710,Shoden  Ashwagandha Extract,BotExtract,250,kg
R6709,Grass-Fed Clear Whey Protein Isolate 85% as-is,Protein,32.12,kg
R6698,Wheat Seed Extract std. 45% Ceramides,BotExtract,1090,kg
R6713,Natural Orange Pineapple Guava Flavor WONF 717086,Flavor,43.43,kg
R6720,Natural Strawberry Flavor WONF A19-009998,Flavor,38.051,kg
R6719,Natural Strawberry Flavor WONF A19-009997,Flavor,34.039,kg
R6706,Super Confipra Flavoring Powder F24-066053,Flavor,21.17,kg
R6722,Natural Prickly Pear Type Flavor MTP00946,Flavor,39.9,kg
R6734,Akkermansia Muciniphila 200B,Probiotic,2600,kg
RWL0293,VivoMega 4020 TG60,Fat/Facid,26.98,Kg
RW5651,Magnesium Bisglycinate 11% 100 mesh,Mineral,6.8,Kg
R6732,DL185  & Ramps  L-Leucyl-L-leucine Monohydrate,AminoAcid,185,kg
R6745,Organic Natural Blood Orange Flavor WONF 3430523,Flavor,44,kg
R6742,Synbiotics Blend 300B (5 Strains),Probiotic,870,kg
R6733,Mung Bean Protein 72% as-is,Protein,7.9,kg
R6741,Alphabeads  5% Total Carotenoids Type,Vitamin,355,KG
R6731,PepForm  Citrulline Peptide,AminoAcid,57.65,KG
RWL0285,"Fish Oil EPAX 3624 EE (EPA 360mg/g, DHA 240mg/g)",Fat/Facid,29.5,KG
R6804,Bloom Digestive Enzyme Blend B Gal,Enzyme,44.28,KG
R6799,Medium Chain Triglycerides 70% - goMCT  (Coconut on acacia),Excipient,14.5,KG
R6803,Purified Water,,0,KG
R6801,DL-Malic Acid,Excipient,11.25,KG
R6802,Creavitalis (Creatine Monohydrate),AminoAcid,22,KG
R6798,Fenugreek (Trigonella foenum-graecum) seed extract,BotExtract,18,KG
RW5656,"Vitamin B1 Hcl 99%, 83% Thiamine- Kosher",Vitamin,37,KG
RW5659,Vitamin B12 Methylcobalamin 0.855% DCP,Vitamin,42.11,KG
RW5660,Manganese Glycinate  AAC NLT 16% Mn,Mineral,41.56,KG
R6805,Natural Blueberry Flavor WONF 3531062,Flavor,33.51,KG
RW5655,Vitamin K2 (Menaquinone-7) Menaq Pure 1% (MCC),Vitamin,380,KG
RW5661,Potassium Iodide 1% I,Mineral,17.25,KG
R6806,Sodium Chloride (Fine),Mineral,11.27,KG
RW5657,Riboflavin 5- Phosphate Sodium USP 67.5%,Vitamin,165,KG
RW5658,"Calcium Citrate Ultrafine Pwd NLT 20.5% - Kosher, Halal",Mineral,16.66,KG
R6809,CeraLOK  Ceramide Powder,Nutrition,1825,KG
R6808,Gotu Kola Extract 20% Asiaticosides,BotExtract,116,KG
RW5662,Optizinc (Zn Monmethionine) 20% Zn,Mineral,43.04,KG
R6812,Organic Ginger Root Powder,Botanical,29,KG
R6800,ClearHaven  5000 Clear Whey Protein Isolate 84% as-is,Protein,30.31,KG
R6671,"SYNBIO  Blend 200B Lactobacillus rhamnosus IMC 501, Lactobacillus paracasei IMC 502",Probiotic,560,kg
R6699,Biotin 10% on Mannitol,Vitamin,100,kg
R6703,Natural Masking Flavor MTP00054 - customer exclusive,Flavor,45.2,kg
R6695,Hydrolyzed Bovine Collagen,Protein,9.38,kg
RW5647,Shilajit Extract 50% (Asphaltum punjabianum),BotExtract,183,kg
R6705,N&A Lemon Lime Flavor 717084,Flavor,38.58,kg
R6704,Natural Meyer Lemon Type Flavor 717085,Flavor,38.58,kg
R6694,Wild Jujube Seed Extract 2% Total Saponins,BotExtract,60,Kg
R6715,Organic Spirulina Powder,Botanical,14.88,kg
R6714,Apple Pectin,Botanical,53.57,kg
R6708,PRObev  90 Clear Whey Protein Isolate 84.6% as-is,Protein,22.6,kg
R6707,Natural Lemon Flavor WONF Silarom 1209503316,Flavor,47.22,kg
RW5650,Chromium (III) chloride 19.1% Cr,Mineral,125,Kg
R6787,Organic Natural Passionfruit Flavor WONF 888.0245U,Flavor,54.61,KG
R6788,Natural Cherry Flavor WONF A19-012557,Flavor,38.85,KG
R6791,Mix Cardio 3S 120B Probiotic Blend,Probiotic,790,KG
R6786,Lemon Fruit Powder 20414851,Flavor,25.051,KG
R6790,Magnesium Bisglycinate 10%,Mineral,11.4,KG
R6789,Tart Cherry Fruit Powder (Carrier Gum Acacia),Botanical,19,KG
R6772,MADBLEND Organic Stevia Extract Blend 95%,Excipient,102,KG
R6777,Akkermansia Muciniphila 100B,Probiotic,1080,KG
R6774,EXBERRY  Shade Bright Green 23600003,Color,55.79,KG
R6775,Organic Natural Lime Flavor ALF23.6172.03,Flavor,53,KG
R6776,Natural Passion Fruit Flavor APF21.4951.03,Flavor,64,KG
R6778,Xiameter  ACP-1920 Silicone Antifoam Powder,Excipient,80.03,KG
R6779,Galactooligosaccharides/ GOS 70%,Probiotic,59,KG
R6784,Natural Donut Type Flavor 7197001,Flavor,44.64,KG
R6781,Natural Watermelon Strawberry Flavor WONF 929.4645U,Flavor,41.027,KG
R6780,Shatavari Extract (Asparagus racemosus) (root) 40%,BotExtract,30,KG
R6785,Natural Lemon Flavor WONF 7197035,Flavor,34.722,KG
R6783,Natural Lemonade Flavor WONF 862.3777U,Flavor,34.215,KG
R6782,Natural Raspberry Flavor WONF 906.2802U,Flavor,29.012,KG
RWL0296,Spakese-80 (Polysorbate-80),Excipient,3.715,KG
R6811,Peppermint Leaf Powder,Botanical,9.8,KG
RW5654,White Beeswax,Excipient,13.9,KG
R6814,Creatine Monohydrate 80 mesh,AminoAcid,5.25,KG
R6816,N&A Cherry Popsicle Flavor 7-7530-0014,Flavor,49.05,KG
RWL0303,EVNol SupraBio  25% (Vitamin E 5% & Mixed Tocotrienols 19%),Vitamin,250,KG
R6821,Galactooligosaccharides/ GOS 70%,Nutrition,27,KG
R6822,EXBERRY  Shade Rubescent Red 79180004,Color,67.57,KG
RWL0304,"Curcumin (curcuma longa) Oil Emulsion, 12%  (w polysorbate 20)",BotExtract,123,KG
R6817,Natural Peach Sweet Tea WONF Flavor (6549C),Flavor,42.328,KG
R6819,Natural Peach Flavor WONF LD02,Flavor,50.71,KG
RW5664,Sodium Magnesium Chlorophyllin,Mineral,298,KG
RW5663,Vitamin K2 (Menaquinone-4; MK-4),Vitamin,4525,KG
RWL0305,Natural Full Spectrum Tocotrienol / Tocopherol  Complex 50% Oil Suspension,Vitamin,195,KG
R6824,N&A Orange Juice Flavor 7-7530-0015,Flavor,43.65,KG
RWL0307,Vitamin K1(Phytonadione;Phylloquinone;Phytomenadione),Vitamin,1195,KG
R6725,HydroPrime  Glycerol Powder,Nutrition,20.16,kg
R6729,MalTor  Taurine-L-Malic Acid Complex,AminoAcid,18,kg
R6726,Peak ATP  Adenosine 5'-Triphosphate Disodium,Nutrition,300,kg
R6735,PeptiSleep  Brown Rice (Oryza sativa) Powder,BotExtract,300,kg
R6717,PeptiStrong  Fava Bean (Vicia faba) Powder,BotExtract,50,kg
RWL0291,Lycopene 10% (Corn oil),BotExtract,308.68,kg
R6736,EXBERRY  Shade Brilliant Orange Powder 10180005,Color,39.07,kg
RW5652,Natural Vanillin Flavor R000037,Flavor,70,kg
R6728,Sensapure Stevia Extract,BotExtract,132.27,kg
R6730,VasoDrive-AP Casein Hydrolysate,AminoAcid,330,kg
RWL0292,Bright'nRED Black carrot concentrate (#3296504221.00),Color,18,Kg
R6797,Skim Colostrum Powder 20% IgG,Animal,59,KG
R6770,Organic Lion's Mane Mushroom Powder,Botanical,80,KG
R6771,MUSHPOWER Adaptguard Organic Mushroom Blend,Botanical,195,KG
R6773,Natural Mango Flavor WONF 2622046,Flavor,58,KG
R6794,3208BLM01G2  Bloom Enzyme Blend,Enzyme,45.2,KG
RWL0300,Garlic 500:1 Oil,BotExtract,285,KG
R6756,Natural Strawberry Flavor WONF A19-004994,Flavor,41.38,KG
R6754,Natural Lemon Flavor WONF A19-004993,Flavor,41.09,KG
R6755,Natural Grape Flavor WONF A19-005626,Flavor,36.26,KG
R6757,Natural Kiwi Flavor WONF A19-004995,Flavor,36.26,KG
R6738,Alpha GPC 98%,AminoAcid,180,KG
R6744,Rebaudioside M 95%,Excipient,189,KG
R6751,Go-Luo 25 Monk Fruit (Luo Han Guo) Extract,BotExtract,150,KG
RWL0294,ZANTHIN  Natural Astaxanthin Complex 10%,BotExtract,975,KG
R6739,Organic Immulink Lion s Mane (Hericium erinaceus) Mushroom Extract,BotExtract,250,KG
R6752,Natural Peach Flavor WONF A19-010454,Flavor,46.49,KG
R6753,Natural Plum Type Flavor A19-010455,Flavor,79.53,KG
