ITEMID,DESCRIPTION,COMMODITYCODE
VS-1115L,"Label, Super Chlorella 1000mg, 100ct   Rev:  FS37",Label
VS-1115L-A,"Label, Super Chlorella 1000mg, 100ct   Rev:  AU37",Label
VS-1116L,"Label, Super Chlorella 1000mg, 300ct   Rev:  FS37",Label
VS-1116L-A,"Label, Super Chlorella 1000mg, 300ct   Rev:  AU37",Label
VS-1117L,"Label, Chelated Cal-Mag, 100ct   Rev: EU37",Label
VS-1118L,"Label, Chelated Cal-Mag, 300ct   Rev: EU37",Label
VS-1132L,"Label, Psyllium Husks, 100ct   Rev:  DU37",Label
VS-1134L,Ginkgo Biloba Extract 50ct Label,Label
VS-1135L,Ginkgo Biloba Extract 100ct Label,Label
VS-1146L,"Label, Vitamin B2 100mg 100ct   Rev: DU37",Label
VS-1147L,"Label, Vitamin B2 100mg 300ct    Rev: DU37",Label
VS-1148L-A,"Label, Folic Acid, 100ct  Rev: DU37",Label
VS-1149L-A,"Label, Folic Acid, 300ct  Rev: DU37",Label
VS-1154L,"Label, Pantothenic Acid 500mg, 100ct  Rev: GU37",Label
VS-1155L,"Label, Pantothenic Acid, 300ct   Rev: GU37",Label
VS-1158L,"Label, Inositol 650mg, 100ct   Rev:  HS37",Label
VS-1158L-A,"Label, Inositol 650mg, 100ct   Rev: EU37",Label
VS-1159L,"Label, Inositol 650mg, 300ct   Rev:  HS37",Label
VS-1159L-A,"Label, Inositol 650mg, 300ct   Rev: EU37",Label
VS-1168L,"Label, Biotin 300Mcg, 100ct",Label
VS-1169L,"Label, Biotin 300Mcg, 300ct",Label
VS-1170L-A,"Label, Vitamin B12 500Mcg, 100ct   Rev:  FT37",Label
VS-1171L-A,"Label, Vitamin B12 500Mcg, 300ct   Rev:  FT37",Label
VS-1174L,"Label, Chelated Cal-Mag, 600ct",Label
VS-1190L,"Label, Fiber Blend, 100ct   Rev:  GS37",Label
VS-1190L-A,"Label, Fiber Blend, 100ct   Rev: EU37",Label
VS-1191L,"Label, Fiber Blend, 300ct   Rev:  GS37",Label
VS-1191L-A,"Label, Fiber Blend, 300ct   Rev: EU37",Label
VS-1194L-A,"Label, Multi-Enzyme, 100ct   Rev:  KT37",Label
VS-1195L-A,"Label, Multi-Enzyme, 300ct   Rev:  KT37",Label
VS-1200L,"Label, L-Lysine 500mg, 100ct   Rev:  FS37",Label
VS-1200L-A,"Label, L-Lysine 500mg, 100ct   Rev:  BU37",Label
VS-1201L,"Label, L-Lysine 500mg, 300ct   Rev:  FS37",Label
VS-1201L-A,"Label, L-Lysine 500mg, 300ct   Rev:  BU37",Label
VS-1210L,"Label, Bromelain 500mg, 100ct   Rev: HU37",Label
VS-1213L-A,"Label, Choline & Ino",Label
VS-1214L-A,"Label, Choline & Inositol 500mg, 300ct  Rev: CU37",Label
VS-1217L,Silica 120ct Label,Label
VS-1218L,Silica 360ct Labels,Label
VS-1233L,"Label, Psyllium Husks, 300ct   Rev:  DU37",Label
VS-1242L,"Label, Quercetin with Bromelain, 60ct   Rev:  BT37",Label
VS-1242L-A,"Label, Quercetin with Bromelain, 60ct, Rev: DU37",Label
VS-1243L,"Label, Quercetin with Bromelain, 180ct  Rev:  BT37",Label
VS-1243L-A,"Label, Quercetin with Bromelain, 180ct, Rev: DU37",Label
VS-1246L-A,"Label, C-1000mg, 100ct   Rev:  CU37",Label
VS-1247L-A,"Label, C-1000mg, 300ct   Rev:  CU37",Label
VS-1249L-A,"Label, Vitamin C 500mg, 100ct   Rev:  CU37",Label
VS-1258L-A,"Label, Buffered C Complex Pwd, 8oz   Rev:  CU37",Label
VS-1259L-A,"Label, Buffered C Complex Pwd, 16oz   Rev:  ET37",Label
VS-1259L-B,"Label, Buffered C Complex Pwd, 16oz   Rev:  CU37",Label
VS-1266L,"Label, P-5-P 50mg, 100ct   Rev:  GS37",Label
VS-1278L,"Label, Bromelain 500mg, 300ct   Rev: HU37",Label
VS-1284L,"Label, Python, 120ct",Label
VS-1285L,"Earth No Iron Tablets 3.0"" x 8.0"" Label",Label
VS-1286L,"Earth No Iron Tablet 4.375""x11.5"" Label",Label
VS-1294L-A,"Label, N-Acetyl-L-Cysteine, 50ct   Rev:  BU37",Label
VS-1295L-A,"Label, N-Acetyl-L-Cysteine, 100ct   Rev:  BU37",Label
VS-1296L-A,"Label, C 1000 W/Rose Hips, 600ct   Rev:  BU37",Label
VS-1297L,"Label, Carnipure 500mg, 50ct",Label
VS-1297L-A," Label, Carnipure 500mg, 50ct   Rev:  GT37",Label
VS-1298L,"Label, Carnipure 500mg, 100ct",Label
VS-1298L-A,"Label, Carnipure 500mg, 100ct   Rev:  GT37",Label
VS-1313L,"Label, Especially For Men, 300ct",Label
VS-1313L-A,"Label, Especially For Men, 300ct   Rev:  FT37",Label
VS-1335L,"Label, Melatonin 3mg, 60ct  Rev: CU37",Label
VS-1337L,"Label, 100% Pure Creatine Mono, 905gr   Rev:  LS37",Label
VS-1357L,"Label, 100% Pure Creatine Mono, 510gr   Rev:  CU37",Label
VS-1381L,"Label, L-Arginine 500mg, 100ct   Rev:  GS37",Label
VS-1381L-A,"Label, L-Arginine 500mg, 100ct   Rev: GU37",Label
VS-1382L,"Label, L-Arginine 500mg, 300ct   Rev:  GS37",Label
VS-1382L-A,"Label, L-Arginine 500mg, 300ct   Rev: GU37",Label
VS-1383L,"Label, L-Tyrosine, 100ct   Rev:  FS37",Label
VS-1383L-A,"Label, L-Tyrosine, 100ct   Rev: GU37",Label
VS-1384L,"Label, L-Tyrosine, 300ct   Rev:  FS37",Label
VS-1384L-A,"Label, L-Tyrosine, 300ct   Rev: GU37",Label
VS-1388L,"Label, Selenium 200Mcg, 100ct   Rev:  GS37",Label
VS-1388L-A,"Label, Selenium 200mcg, 100ct   Rev: DU37",Label
VS-1389L,"Label, Selenium 200Mcg, 300ct   Rev:  GS37",Label
VS-1389L-A,"Label, Selenium 200mcg, 300ct  Rev: DU37",Label
VS-1390L,"Label, L-Glutamine 500mg, 100ct   Rev: HU37",Label
VS-1391L,"Label, L-Glutamine 500mg, 300ct   Rev: HU37",Label
VS-1392L,"Label, L-Glutamine, 4oz  Rev:  FS37",Label
VS-1397L,"Label, Alpha Lipoic Acid 100mg, 120ct   Rev:  FS37",Label
VS-1405L,"Label, L-Glutamine, 12oz   Rev:  FS37",Label
VS-1439L,"Earth Tablets 3.0"" x 8.0"" Label",Label
VS-1440L,"Earth Tablets 4.375"" x 11.5"" Label",Label
VS-1441L,"Earth Capsules 3.0"" x 8.0"" Label",Label
VS-1442L,"Earth Capsules 3.875"" x 9.75"" Label",Label
VS-1485L,Vita Flax Powder Label   Rev:  EO37,Label
VS-1486L,"Label, Gluco/Chond, 60ct #1049781",Label
VS-1515L,60 CT- 5-HTP 50mg + Vitamin B6 label   Rev:  DR37,Label
VS-1515L-A,"Label, 5-HTP + Vitamin B6, 60ct  Rev: BU37",Label
VS-1525L,"Label, Acetyl L-Carnitine 500mg, 30ct",Label
VS-1526L,"Label, Acetyl-L-Carnitine, 60ct   Rev: GU37",Label
VS-1532L,"Label, Niacinamide 500mg, 100ct   Rev: HU37",Label
VS-1533L,"Label, Niacinamide 500mg, 300ct   Rev: HU37",Label
VS-1567L,Ginkgo Biloba Extract 50ct Labels,Label
VS-1568L,Ginkgo Biloba Extract 100ct Labels,Label
VS-1581L,"Label, Liver Support with Milk Thistle 100ct   Rev:  EU37",Label
VS-1583L,"Label, Liver Support with Milk Thistle 300ct   Rev:  EU37",Label
VS-1597L,"Label, Thyroid Complex, 100ct   Rev:  GS37",Label
VS-1602L,"Label, Fenugreek Seed, 100ct   Rev: GU37",Label
VS-1603L-A,"Label, Tribulus Terrestris Ext, 100ct   Rev BU37",Label
VS-1605L,"Label, Huperzine A w/Ginkgo Biloba, 60ct",Label
VS-1606L,Ginkgo Biloba Extract 300ct Labels,Label
VS-1615L,"Label, Melatonin 3mg, 240ct  Rev: CU37",Label
VS-1622L,"Label, Python Extra, 60ct   Rev:  FS37",Label
VS-1638L,"Label, Kyolic Aged Garlic, 200ct   Rev:  GS37",Label
VS-1638L-A,"Label, Aged Garlic Extract, 200ct, Rev: DU37",Label
VS-1653L,"Label, Psyllium Whole Husk",Label
VS-1654L,"Label, Psyllium Husks Powder, 12oz.   Rev:  FS37",Label
VS-1657L-A,"Label, Gluco Sulfate 1000mg, 240ct   Rev:  CU37",Label
VS-1659L,Ginkgo Biloba Extract 300ct Label,Label
VS-1661L,"Label, Pygeum Extract 25mg, 100ct   Rev:  HS37",Label
VS-1661L-A,"Label, Pygeum Exteact 25mg, 100ct   Rev: HU37",Label
VS-1662L,"Label, Chaseberry Extract, 100ct   Rev: GU37",Label
VS-1672L,"Label, Turmeric Extract 300mg, 100ct   Rev: FU37",Label
VS-1681L,"Label, Vitamin B12 1000mcg, 60ct   Rev: GU37",Label
VS-1681L-A,"Label, Vitamin B12 1000Mcg, 60ct    Rev:  FT37",Label
VS-1688L,Ginko Biloba Extract 120 mg 120ct   Rev:  HS37,Label
VS-1688L-A,"Label, Ginko Biloba Extract 120mg, 120ct   Rev:  BU37",Label
VS-1690L,Psyllium Husk Powder Berry Label,Label
VS-1691L,120 CT- 5-HTP 50mg + Vitamin B6 label   Rev:  DR37,Label
VS-1691L-A,"Label, 5-HTP + Vitamin B6, 120ct  BU37",Label
VS-1695L-A,"Label, N-Acetyl-L-Cysteine, 150ct   Rev:  BU37",Label
VS-1696L,"Label, N-Acetyl-L-Cysteine, 200ct   Rev:  KS37",Label
VS-1698L-A,"Label, Carnipure 500mg, 150ct   Rev:  GT37",Label
VS-1704L,Ginko Biloba Extract 120mg 90ct,Label
VS-1704L-A,"Label, Ginko Biloba Extract 120mg, 90ct   Rev:  BU37",Label
VS-1707L,Ginkgo Biloba Extract 60 mg 120 ct   Rev:  ES37,Label
VS-1707L-A,"Label, Ginkgo Biloba Extract 60mg, 120ct   Rev:  BU37",Label
VS-1708L,Ginko Biloba Extract 120 mg 60ct,Label
VS-1708L-A,"Label, Ginko Biloba Extract 120mg, 60ct   Rev:  BU37",Label
VS-1712L,Ginko Biloba Extract 60mg 90ct   Rev:  ES37,Label
VS-1712L-A,"Label, Ginko Biloba Extract 60mg, 90ct   Rev:  BU37",Label
VS-1718L,Ginkgo Biloba Extract  60 mg 60ct   Rev:  ES37,Label
VS-1718L-A,"Label, Ginkgo Biloba Extract 60mg, 60ct   Rev:  BU37",Label
VS-1722L,"Label, Vinpocetine, 120ct",Label
VS-1722L-A,"  Label, Vinpocetine, 120ct   Rev: FT37",Label
VS-1722L-B,"Label, Vinpocetine, 120ct  Rev:  CU37",Label
VS-1724L-A,"Label, Milk Thistle Extract 175mg, 100ct   Rev:  BU37",Label
VS-1725L-A,"Label, Milk Thistle Extract 175mg, 200ct   Rev:  BU37",Label
VS-1730L,"Label, Vitamin B12 1000mcg, 120ct   Rev: GU37",Label
VS-1730L-A,"Label, Vitamin B12 1000Mcg, 120ct   Rev:  FT37",Label
VS-1743L,"Label, Turmeric Extract 300mg, 300ct   Rev: DV37",Label
VS-1746L,"Label, Fenugreek Seed, 200ct   Rev: GU37",Label
VS-1748L,"Label, Kyolic Aged Garlic, 300ct   Rev:  GS37",Label
VS-1748L-A,"Label, Aged Garlic Extract, 300ct, Rev: DU37",Label
VS-1750L,"Label, Acetyl-L-Carnitine, 120ct   Rev: GU37",Label
VS-1751L,"Label, Acetyl-L-Carnitine, 240ct   Rev: GU37",Label
VS-1753L-A,"Label, Calcium Citrate + Vitamin D, 120ct   Rev:  HT37",Label
VS-1754L-A,"Label, Calcium Citrate + Vit D, 240ct   Rev:  HT37",Label
VS-1756L-A,"Label, Colostrum 40% Igg, 120ct   Rev:  CU37",Label
VS-1757L-A,"Label, Colostrum 40% Igg, 240ct   Rev:  CU37",Label
VS-1759L,Cal-Mag Powder   Rev:  IN37,Label
VS-1765L,"Label, Occu-Plus W/Floraglo Lutein, 120ct",Label
VS-1765L-A,"Label, Occu-Plus W/Floraglo Lutein, 120ct   Rev:  GT37",Label
VS-1767L-A,"Label, Grape Seed Extract, 60ct   Rev:  AU37",Label
VS-1768L-A,"Label, Grape Seed Extract, 120ct   Rev:  AU37",Label
VS-1799L,"Label, Glucosamine Chondroitin 1500/1200, 120ct   Rev:  HS37",Label
VS-1803L-A,"Label, Ts Gluco/Chond/MSM, 120ct   Rev:  HT37",Label
VS-1807L-A,"Label, Triple Strgth Green Tea, 100ct   Rev:  FT37",Label
VS-1808L-A,"Label, Triple Strgth Green Tea, 200ct   Rev:  FT37",Label
VS-1826L-A,"Label, L-Theanine, 60ct   Rev:  GT37",Label
VS-1827L-A,"Label, L-Theanine, 120ct   Rev:  GT37",Label
VS-1849L,"Label, Plnt Beet Root Powder, 60 Svgs.   Rev: GU37",Label
VS-1860L,"Label, Saw Palmetto & Pygeum Complex, 60ct   Rev: GU37",Label
VS-1861L,"Label, Saw Palmetto & Pygeum Complex, 120ct   Rev: GU37",Label
VS-1868L,"Label, Biotin 5000Mcg, 60ct",Label
VS-1868L-A,"Label, Biotin 5000Mcg, 60ct   Rev:  ET37",Label
VS-1869L,"Label, Biotin 5000Mcg, 120ct",Label
VS-1869L-A,"Label, Biotin 5000Mcg, 120ct   Rev:  ET37",Label
VS-1886L,"Label, Alpha Lipoic Acid 300mg, 60ct",Label
VS-1887L,"Label, Alpha Lipoic Acid 300mg, 120ct",Label
VS-1900L-A,"Label, Indole-3-Carbinol, 60ct   Rev:  DT37",Label
VS-1900L-B,"Label, Indole-3-Carbinol, 60ct   Rev: HU37",Label
VS-1904L,"Label, Glucosamine Chondroitin MSM Chewable, 120ct   Rev: DU37",Label
VS-1916L,"Label, L-Carnosine, 100ct   Rev:  GS37",Label
VS-1916L-A,"Label, L-Carnosine 500mg 100ct   Rev: DU37",Label
VS-1941L,"Label, BodyTech Elite Micronized Creatine Unflavored, 60 Svgs   Rev: FU37",Label
VS-1943L-A,"Label, Ashwagandha Extract, 60ct   Rev:  FT37",Label
VS-1944L-A,"Label, Ashwagandha Extract, 120ct   Rev:  FT37",Label
VS-1955L,"Label, Vinpocetine, 90ct",Label
VS-1955L-A,"Label, Vinpocetine, 90ct   Rev:  FT37",Label
VS-1955L-B,"Label, Vinpocetine, 90ct   Rev:  CU37",Label
VS-1959L,"Label, Biotin 500mcg, 100ct",Label
VS-1960L,"Label, Biotin 500mcg, 300ct",Label
VS-1960L-A,"Label, Biotin 500mcg, 300ct  Rev:  ET37",Label
VS-1974L-A,"Label, Calcium Citrate, 300ct   Rev:  KT37",Label
VS-1989L,"Label, Flash Point Fruit Punch, 30 Svgs.   Rev:  HS37",Label
VS-1998L,"Label, Flash Point Watermelon, 30 Svgs.   Rev:  HS37",Label
VS-2003L,PrimalJaX label,Label
VS-2065L,"Label, Ginger Root 100ct   Rev: FT37",Label
VS-2066L,"Label, Ginger Root 300ct   Rev: FT37",Label
VS-2079L-A,"Label, Milk Thistle Extract, 100ct   Rev:  BU37",Label
VS-2097L,"Label, Saw Palmetto Berries 100ct   Rev: DU37",Label
VS-2098L,"Label, Saw Palmetto Berries 300ct   Rev: DU37",Label
VS-2102L-A,"Label, Milk Thistle Extract, 300ct   Rev:  BU37",Label
VS-2131L,"Label, Comfort Iron, 180ct",Label
VS-2131L-A,"Label, Comfort Iron, 180ct   Rev:  CU37",Label
VS-2134L,"Label, CoQ10 200mg, 60ct",Label
VS-2134L-A,"Label, CoQ10 200mg, 60ct   Rev:  FT37",Label
VS-2135L,"Label, CoQ10 200mg, 120ct",Label
VS-2135L-A,"Label, CoQ10 200mg, 120ct   Rev:  FT37",Label
VS2136L,"Label, Gluco Sulfate 1000mg, 60ct",Label
VS2137L,"Label, Gluco Sulfate 1000mg, 120ct",Label
VS2139L,"Label, Chromium Picol 500Mcg, 100ct",Label
VS-2139L,"Label, Chromium Picol 500Mcg, 100ct   Rev:  GS37",Label
VS-2139L-A,"Label, Chromium Picolinate 500mcg, 100ct   Rev: HU37",Label
VS-2140L,"Label, Chromium Picol 500Mcg 300ct   Rev:  GS37",Label
VS-2140L-A,"Label, Chromium Picolinate 500mcg, 300ct   Rev: HU37",Label
VS-2162L,Ultimate 10 Probiotic 30ct label   Rev:  KO37,Label
VS-2163L,Ultimate 10 Probiotic 300ct label   Rev:  KO37,Label
VS-2164L,Ultimate 10 Probiotic 100ct label   Rev:  KO37,Label
VS-2166L,"Label, Sleep Formula 60ct,   Rev: FU37",Label
VS-2173L,"Label, Fiber Blend, 600ct   Rev:  GS37",Label
VS-2173L-A,"Label, Fiber Blend, 600ct   Rev: EU37",Label
VS-2175L-A,"Label, Multi-Enzyme, 600ct   Rev:  KT37",Label
VS-2182L,"Label, Psyllium Husks, 600ct   Rev:  DU37",Label
VS-2194L-A,"Label, Ts Gluco/Chond/MSM, 60ct   Rev: GT37",Label
VS-2210L,Papaya Enzyme 90ct Label,Label
VS-2213L,"Label, Cordyceps, 100ct   Rev: HU37",Label
VS-2217L-A,"Label, Gaba 750mg, 90ct   Rev:  LT37",Label
VS-2218L-A,"Label, Gaba 750mg, 180ct   Rev:  LT37",Label
VS-2230L,"Label, Alpha Lipoic Acid W/Chromax, 60ct",Label
VS-2258L,"Label, Micellar Casein Un-Flavored, 30 Svgs.   Rev:  JS37",Label
VS-2259L,"Label, Micellar Casein F.Vanilla, 27 Svgs.   Rev:  IS37",Label
VS-2261L,Ultimate 10 Gold Probiotic 30ct Label   Rev: JN37,Label
VS-2262L,Ultimate 10 Gold Probiotic 60ct Label   Rev:  JN37,Label
VS-2264L,"Label, Micellar Casein French Vanilla, 54 Svgs.   Rev:  IS37",Label
VS-2272L-A,"Label, Mic.Casein Cookies & Cream, 27 Svgs.   Rev:  KT37",Label
VS-2273L-A,"Label, Milk Thistle Extract 300mg, 100ct   Rev:  BU37",Label
VS-2274L-A,"Label, Milk Thistle Extract 300mg, 200ct   Rev:  BU37",Label
VS-2281L,"Label, MagnesIUm Oxide, 200ct   Rev:  GS37",Label
VS-2281L-A,"Label, Magnesium Oxide, 200ct   Rev: GU37",Label
VS-2282L,"Label, Bodytech Flashpoint LE Pink Lemonade   Rev: GU37",Label
VS-2283L,60 CT- 5-HTP 100mg + Vitamin B6 label,Label
VS-2283L-A,"Label, 5-HTP + Vitamin B6 100mg, 60ct   Rev:  BU37",Label
VS-2284L,120 CT- 5-HTP 100mg + Vitamin B6 label,Label
VS-2284L-A,"Label, 5-HTP + Vitamin B6 100mg, 120ct   Rev:  BU37",Label
VS-2285L-A,"Label, Biotin 1mg, 100ct   Rev:  ET37",Label
VS-2286L,"Label, Critical Aminos XT LE Mojito Flavor   Rev: GU37",Label
VS-2294L-A,"Label, AHCC 500mg, 60ct   Rev:  BU37",Label
VS-2295L,"Earth No Iron Capsules 3.0"" x 8.0"" Label",Label
VS-2309L,"Label, Ultimate Man Elite, 90ct   Rev: KS37",Label
VS-2310L,Cranberry Plus 180ct Labels   Rev:  IN37,Label
VS-2310L-A,"Label, Cranberry Plus, 180ct   Rev:  DU37",Label
VS-2312L,Multi Vitamin & Mineral Label #1592302,Label
VS-2312L-A,"Label, Multi Vitamin & Mineral #1592302   Rev:  JT37",Label
VS-2320L,"Label, Grape Seed (Stndrdzd), 60ct   Rev:  IS37",Label
VS-2320L-A,"Label, Grape Seed (Stndrdzd), 60ct   Rev:  AU37",Label
VS-2321L,"Label, Vitamin C 1000mg 7ct   Rev: KU37",Label
VS-2323L,Cranberry Plus 90ct Label,Label
VS-2338L,Tribulus Pro with Arginine Sku #1766831   Rev:  HS37,Label
VS-2360L,Cranberry with D-Mannose,Label
VS-2360L-A,"Label, Cranberry with D-Mannose, 60ct   Rev:  HT37",Label
VS-2360L-B,"Label, Cranberry with D-Mannose, 60ct   Rev:  AU37",Label
VS-2366L,"Label, Cranberry/D-Mannose, 120ct   Rev: HT37",Label
VS-2366L-A,"Label, Cranberry/D-Mannose, 120ct   Rev:  AU37",Label
VS-2403L,"Label, Miracle Fiber Fruit Punch,   Rev: GU37",Label
VS-2413L,"Label, Elderberry Plus with Vitamin C & Zinc, 90ct   Rev: FU37",Label
VS-2435L,"Label, Body Tech Pre-Effect Fruit Punch",Label
VS-2436L,"Label, Body Tech Pre-Effect Watermelon, 30 Svgs.",Label
VS-2510L,DGL 100ct Label   Rev:  ER37,Label
VS-2510L-A,"Label, DGL, 100ct   Rev:  DU37",Label
VS-2512L,Cranberry Plus 90ct Label   Rev:  IN37,Label
VS-2512L-A,"Label, Cranberry Plus, 90ct   Rev:  DU37",Label
VS-2515L,Probiotic Complex Label,Label
VS-2515L-A,"Label, Probiotic Complex, 90ct   Rev:  LT37",Label
VS-2519L,"Label, Biocell Collagen II W/H.A., 60ct",Label
VS-2519L-A,"Label, Biocell Collagen II W/H.A., 60ct   Rev:  GT37",Label
VS-2528L-A,"Label, Miracle Fiber, 197.2gr   Rev:  FT37",Label
VS-2537L,"Label, L-Tryptophan 60ct   Rev:  DU37",Label
VS-2538L,"Label, L-Tryptophan 120ct   Rev:  DU37",Label
VS-2539L,"Label, L-Tryptophan 60 Tabs   Rev: DU37",Label
VS-2558L,"Label, Vitamin K2 100Mcg, 90ct   Rev:  GS37",Label
VS-2558L-A,"Label, Vitamin K2, 90ct   Rev: GU37",Label
VS-2561L-A,"Label, Vitamin K2, 60ct   Rev: GU37",Label
VS-2571L-A,"Label, Digest Extra, 30ct   Rev:  GT37",Label
VS-2572L-A,"Label, Digest Extra, 90ct   Rev:  FT37",Label
VS-2592L-A,"Label, Active C 500mg W/Bioflavo, 100ct   Rev:  IT37",Label
VS-2593L,"Label, Active C 500mg W/ Bioflav, 250ct",Label
VS-2593L-A,"Label, Active C 500mg W/ Bioflav, 250ct   Rev:  HT37",Label
VS-2594L,"Label, Active C, 500mg Plus, 100ct",Label
VS-2594L-A,"Label, Active C, 500mg Plus, 100ct   Rev:  GT37",Label
VS-2595L,"Label, Active C, 500mg Plus, 250ct",Label
VS-2595L-A,"Label, Active C, 500mg Plus, 250ct   Rev GT37",Label
VS-2596L,"Label, Active C, 1000mg, 100ct",Label
VS-2597L,"Label, Active C, 1000mg, 250ct   Rev:  DT37",Label
VS-2597L-A,"Label, Active C, 1000mg, 250ct   Rev:  HT37",Label
VS-2598L,"Label, Active C 1000mg W/ Bio 100ct",Label
VS-2599L-A,"Label, Active C 1000mg W/ Bio, 250ct   Rev:  HT37",Label
VS-2600L,Probiotic Chewable 100ct label,Label
VS-2600L-A,"Label, Probiotic Chewable, 100ct   Rev:  FT37",Label
VS-2602L,"Label, Reduced Glutathione, 60ct   Rev: EU37",Label
VS-2605L-A,"Label, Carnipure 1000mg, 50ct   Rev:  JT37",Label
VS-2606L-A,"Label, Comfort Iron, 90ct   Rev:  CU37",Label
VS-2609L-A,"Label, Tribulus Terrestris Ext, 300ct   Rev:  CU37",Label
VS-2626L,Charcoal Activated 100ct Label   Rev:  EN37,Label
VS-2627L,"Chlorophyll 2.125"" x 6.375"" label  Rev:  ER37",Label
VS-2627L-A,"Label, Chlorophyll, 100ct   Rev:  CU37",Label
VS-2630L-A,"Label, Ts Gluco/Chond/MSM, 240ct   Rev:  HT37",Label
VS-2640L,"Label, Biocell Collagen II W/H.A., 180ct",Label
VS-2640L-A,"Label, Biocell Collagen II W/H.A., 180ct   Rev:  GT37",Label
VS-2655L,"Serrapeptase 2.125"" x 6.375"" Label",Label
VS-2657L,Organic Chia Seed Label #1764885,Label
VS-2660L,Super Phytosterols   Rev:  GO37,Label
VS-2668L,"Label, Creatine, Glut. & Beta Ala., 30 Svgs.   Rev:  GS37",Label
VS-2696L-A,"Label, Digest Extra, 180ct   Rev:  GT37",Label
VS-2699L,"Label, Beta-Alanine Powder, 90 Svgs.   Rev:  GS37",Label
VS2710L,"Label, Milk Thistle Extract 175mg, 300ct",Label
VS-2710L,"Label, Milk Thistle Extract 175mg, 300ct   Rev:  JS37",Label
VS-2710L-A,"Label, Milk Thistle Extract 175mg, 300ct   Rev:  BU37",Label
VS-2732L-A,"Label, Horny Goat Weed, 120ct   Rev BU37",Label
VS-2737L-A,"Label, Horny Goat Weed, 60ct   Rev BU37",Label
VS-2738L-A,"Label, Ultimate Woman 50+ MVM, 90ct   Rev:  JT37",Label
VS-2739L-A,"Label, Ultimate Woman 50+ MVM, 180ct   Rev:  JT37",Label
VS-2740L-A,"Label, Turmeric 500mg, 120ct   Rev:  FT37",Label
VS-2741L-A,"Label, Turmeric 500mg, 60ct  Rev:  FT37",Label
VS-2749L,"Label, Ultimate Man MVM No Iron, 90ct",Label
VS-2749L-A,"Label, Ultimate Man MVM No Iron, 90ct   Rev:  KT37",Label
VS-2750L,"Label, Ultimate Main Multi, 180ct",Label
VS-2750L-A,"Label, Ultimate Man Multi, 180ct   Rev:  KT37",Label
VS-2751L-A,"Label, Ultimate Woman W/Iron, 90ct  Rev:  KT37",Label
VS-2752L-A,"Label, Ultimate Woman W/Iron, 180ct  Rev:  KT37",Label
VS-2753L,"Label, Ultimate Woman's No Iron, 90ct",Label
VS-2753L-A,"Label, Ultimate Woman's No Iron, 90ct  Rev:  KT37",Label
VS-2754L,"Label, Ultimate Women's MVM, 180ct",Label
VS-2754L-A,"Label, Ultimate Women's MVM, 180ct  Rev:  KT37",Label
VS-2760L-A,"Label, L-Theanine 200mg, 60ct   Rev:  FT37",Label
VS-2763L-A,"Label, Vitamin D 5000IU, 120ct   Rev:  ET37",Label
VS-2829L,Ult 10 Probiotic 30 Bil 60ct Label,Label
VS-2837L,"Label, Calm Zone MagnesIUm Unflav., 56 Svgs.",Label
VS-2837L-A,"Label, Calm Zone MagnesIUm Unflav., 56 Svgs.   Rev:  HT37",Label
VS-2838L,"Label, Calm Zone MagnesIUm Unflav., 113 Svgs.",Label
VS-2838L-A,"Label, Calm Zone MagnesIUm Unflav., 113 Svgs.   Rev:  HT37",Label
VS-2856L,"Label, Raspberry Ketones, 60ct   Rev:  BT37",Label
VS-2858L-A,"Label, Green Coffee Bean, 90ct   Rev:  BU37",Label
VS-2859L-A,"Label, Green Coffee Bean, 180ct   Rev:  BU37",Label
VS-2884L,"Chia Seed Next Step 4.375"" x 11.5"" Label",Label
VS-2892L,"Label, Garcinia Cambogia 60% 90ct   Rev:  HS37",Label
VS-2892L-A,"Label, Garcinia Cambogia 90ct   Rev: HU37",Label
VS-2901L,"Label, Garcinia Cambogia 60% 180ct   Rev:  HS37",Label
VS-2901L-A,"Label, Garcinia Cambogia 180ct   Rev: HU37",Label
VS-2908L,"Label, L-Citrulline, 120ct   Rev: HU37",Label
VS-2933L,"Label, Alpha Lipoic Acid 100mg, 180ct   Rev:  FS37",Label
VS-2934L,"Label, Beta-Sitosterol, 60ct",Label
VS-2935L,"Label, Beta-Sitosterol 120ct   Rev:FU37",Label
VS-2945L-A,"Label, CoQ10 100mg, 90ct  Rev:  FT37",Label
VS-2946L-A,"Label, CoQ10 100mg, 60ct  Rev:  FT37",Label
VS-2947L-A,"Label, CoQ10 100mg, 180ct  Rev:  FT37",Label
VS-2970L,"Label, Floraglo Lutein W/Bilbry, 120ct   Rev:  HS37",Label
VS-2970L-A,"Label, FloraGLO Lutein with Bilberry, 120ct   Rev: FU37",Label
VS-2971L,"Label, Floraglo Lutein W/Bilbry, 240ct   Rev:  GS37",Label
VS-2971L-A,"Label, FloraGLO Lutein with Bilberry, 240ct   Rev: FU37",Label
VS-2980L,"Label, Opti-Vue with Lutein, 240ct   Rev:  BT37",Label
VS-2981L,"Label, Opti-Vue with Lutein, 120ct   Rev:  BT37",Label
VS-2993L,"Label, Label, Super Antioxidant, 180ct   Rev: JS37",Label
VS2994L,"Label, Super Antioxidant, 90ct ""0""",Label
VS-3063L,"Label, Pycnogenol 100mg, 30ct   Rev:  IS37",Label
VS-3064L,"Label, Bilberry Extract, 60ct   Rev:  FS37",Label
